nationalGridBmUnit,elexonBmUnit,fuelType,leadPartyName,bmUnitType,fpnFlag,longitude,latitude,name
CAUSW-1,2__PSMAE001,WIND,Smartestenergy Limited,S,True,,,CAUSW-1
CBSDIS03M,V__MCEND002,,Centrica Business Solutions UK,V,True,,,CBSDIS03M
CDCL-1,T_CDCL-1,CCGT,Uniper UK Limited,T,True,-0.86792,53.219191,CDCL-1
CDWTW-1,,WIND,,,,,,CDWTW-1
CGTHW-1,T_CGTHW-1,WIND,Corriegarth Wind Energy LTD,T,True,-4.359638,57.190085,CGTHW-1
CHAPB-1,E_CHAPB-1,,Tesla Motors Limited,E,True,,,CHAPB-1
CHICK-1,E_CHICK-1,,SSEPG (Operations) Ltd,E,True,,,CHICK-1
CHTRY-1,E_CHTRY-1,,Conrad Energy (Trading) Ltd,E,True,,,CHTRY-1
CJERE000,2__CJERE000,,Shell Energy UK Limited,G,False,,,CJERE000
CLAC-1,E_CLAC-1,NPSHYD,SSE Generation Ltd,E,True,-4.918736,56.277573,CLAC-1
CLACD-1,T_CLACD-1,,SSE Generation Ltd,T,False,,,CLACD-1
CLAYB-1,E_CLAYB-1,,Tesla Motors Limited,E,True,,,CLAYB-1
CLAYB-2,E_CLAYB-2,,Tesla Motors Limited,E,True,,,CLAYB-2
CLDCW-1,T_CLDCW-1,WIND,Clyde Windfarm (Scotland) Ltd,T,True,-3.35083,55.310391,CLDCW-1
CLDNW-1,T_CLDNW-1,WIND,Clyde Windfarm (Scotland) Ltd,T,True,-3.35083,55.310391,CLDNW-1
CLDRW-1,E_CLDRW-1,WIND,Vattenfall Energy Trading,E,True,-2.922363,57.308724,CLDRW-1
CLDSW-1,T_CLDSW-1,WIND,Clyde Windfarm (Scotland) Ltd,T,True,-3.35083,55.310391,CLDSW-1
CLFLW-1,E_CLFLW-1,WIND,SP Renewables (UK) Limited,E,True,-4.957855,56.283062,CLFLW-1
CMSTW-1,2__PEDGE003,WIND,Edgware Energy Limited,S,True,-3.270129,58.406935,CMSTW-1
CNCLW-1,E_CNCLW-1,WIND,Statkraft Markets Gmbh,E,True,-4.3801,57.7903,CNCLW-1
CNQPS-1,T_CNQPS-1,CCGT,Uniper UK Limited,T,True,-3.080651,53.231871,CNQPS-1
CNQPS-2,T_CNQPS-2,CCGT,Uniper UK Limited,T,True,-3.080651,53.231871,CNQPS-2
CNQPS-3,T_CNQPS-3,CCGT,Uniper UK Limited,T,True,-3.080651,53.231871,CNQPS-3
CNQPS-4,T_CNQPS-4,CCGT,Uniper UK Limited,T,True,-3.080651,53.231871,CNQPS-4
CONTB-1,E_CONTB-1,,Tesla Motors Limited,E,True,,,CONTB-1
CORB-1,E_CORB-1,CCGT,CORBY POWER LIMITED,E,True,-0.86792,52.247983,CORB-1
CORY-1,,CCGT,,,,,,CORY-1
COSO-1,T_COSO-1,CCGT,Coryton Energy Company Ltd,T,True,0.834961,51.542919,COSO-1
COUWW-1,T_COUWW-1,WIND,Cour Wind farm (Scotland) Ltd,T,True,-5.484929,55.680679,COUWW-1
COVNB-1,T_COVNB-1,OTHER,Pivoted Power LLP,T,True,,,COVNB-1
COWB-1,T_COWB-1,,Pivoted Power LLP,T,True,,,COWB-1
COWE1,E_COWE1,OCGT,RWE Generation UK plc,E,True,-1.2864,50.7459,COWE1
COWE2,E_COWE2,OCGT,RWE Generation UK plc,E,True,-1.2864,50.7459,COWE2
CRDEW-1,T_CRDEW-1,WIND,Crossdykes WF Limited,T,True,-3.1698,55.1763,CRDEW-1
CRDEW-2,T_CRDEW-2,WIND,Crossdykes WF Limited,T,True,-3.1698,55.1763,CRDEW-2
CREAW-1,T_CREAW-1,WIND,Creag Riabhach Wind Farm Ltd,T,True,,,CREAW-1
CRGHD-1,T_CRGHD-1,,Statkraft Markets Gmbh,T,False,,,CRGHD-1
CRGHW-1,T_CRGHW-1,WIND,Statkraft Markets Gmbh,T,True,-4.790039,56.389584,CRGHW-1
CRGTW-1,E_CRGTW-1,WIND,British Gas Trading Ltd,E,True,,,CRGTW-1
CRMHW-1,,WIND,,,,,,CRMHW-1
CRMLW-1,T_CRMLW-1,WIND,EDF Energy Customers Ltd,T,True,-4.838531,57.694245,CRMLW-1
CRMNW-1,,WIND,,,,,,CRMNW-1
CROYD-2,E_CROYD-2,,Whitetower Energy Limited,E,True,,,CROYD-2
CRSSB-1,E_CRSSB-1,,Orsted ESS Mersey Limited,E,True,,,CRSSB-1
CRUA-1,T_CRUA-1,PS,Drax Pumped Storage Limited,T,True,-5.218506,56.36525,CRUA-1
CRUA-2,T_CRUA-2,PS,Drax Pumped Storage Limited,T,True,-5.218506,56.36525,CRUA-2
CRUA-3,T_CRUA-3,PS,Drax Pumped Storage Limited,T,True,-5.218506,56.36525,CRUA-3
CRUA-4,T_CRUA-4,PS,Drax Pumped Storage Limited,T,True,-5.218506,56.36525,CRUA-4
CRUAD-1,T_CRUAD-1,,Drax Pumped Storage Limited,T,True,,,CRUAD-1
CRYRW-1,,WIND,,,,,,CRYRW-1
CRYRW-2,T_CRYRW-2,WIND,Eneco Energy Trade,T,True,-2.39502,55.893796,CRYRW-2
CRYRW-3,T_CRYRW-3,WIND,Eneco Energy Trade,T,True,-2.39502,55.893796,CRYRW-3
CULJD-1,T__HYELT002,,EDF Energy Customers Ltd,T,False,,,CULJD-1
CUMHW-1,T_CUMHW-1,WIND,EDF Energy Customers Ltd,T,True,,,CUMHW-1
CUPAB-1,E_CUPAB-1,OTHER,Statkraft Markets Gmbh,E,True,,,CUPAB-1
CWMD-1,E_CWMD-1,,RWE Generation UK plc,E,False,-4.011473,53.065902,CWMD-1
DALQW-1,T_DALQW-1,WIND,Statkraft Markets Gmbh,T,True,,,DALQW-1
DALRD-1,T_DALRD-1,,EDF Energy Customers Ltd,T,True,,,DALRD-1
DALSW-1,E_DALSW-1,WIND,Mobius Renewables Gen. (GB),E,True,-3.662819,55.183662,DALSW-1
DAMC-1,T_DAMC-1,CCGT,VPI Power Limited,T,True,0.549316,51.460852,DAMC-1
DBAWO-1,T_DBAWO-1,,Doggerbank OWF Project 1,T,True,,,DBAWO-1
DBAWO-2,T_DBAWO-2,,Doggerbank OWF Project 1,T,True,,,DBAWO-2
DBAWO-3,T_DBAWO-3,,Doggerbank OWF Project 1,T,True,,,DBAWO-3
DBAWO-4,T_DBAWO-4,,Doggerbank OWF Project 1,T,True,,,DBAWO-4
DBAWO-5,T_DBAWO-5,,Doggerbank OWF Project 1,T,True,,,DBAWO-5
DBFRM-1,E_DBFRM-1,,Conrad Energy (Trading) Ltd,E,True,,,DBFRM-1
DDGNO-1,T_DDGNO-1,WIND,Dudgeon Offshore Wind Ltd,T,True,1.39,53.249,DDGNO-1
DDGNO-2,T_DDGNO-2,WIND,Dudgeon Offshore Wind Ltd,T,True,1.39,53.249,DDGNO-2
DDGNO-3,T_DDGNO-3,WIND,Dudgeon Offshore Wind Ltd,T,True,1.39,53.249,DDGNO-3
DDGNO-4,T_DDGNO-4,WIND,Dudgeon Offshore Wind Ltd,T,True,1.39,53.249,DDGNO-4
DEAND-1,T_DEAND-1,,SSE Generation Ltd,T,False,,,DEAND-1
DEEP-1,,CCGT,,,,-3.208008,53.140181,DEEP-1
DERBY-2,E_DERBY-1,,Whitetower Energy Limited,E,True,,,DERBY-2
DERW-1,E_DERW-1,,UK Power Reserve Limited,E,True,-1.399444,52.905812,DERW-1
DEUCW-1,,WIND,,,,,,DEUCW-1
DIDC01G,E_DIDC1G,OCGT,RWE Generation UK plc,E,True,-1.26757,51.62363,DIDC01G
DIDC02G,E_DIDC2G,OCGT,RWE Generation UK plc,E,True,-1.26757,51.62363,DIDC02G
DIDC03G,E_DIDC3G,OCGT,RWE Generation UK plc,E,True,-1.26757,51.62363,DIDC03G
DIDC04G,E_DIDC4G,OCGT,RWE Generation UK plc,E,True,-1.26757,51.62363,DIDC04G
DIDCB5,T_DIDCB5,CCGT,RWE Generation UK plc,T,True,-1.26757,51.62363,DIDCB5
DIDCB6,T_DIDCB6,CCGT,RWE Generation UK plc,T,True,-1.26757,51.62363,DIDCB6
DINO-1,T_DINO-1,PS,First Hydro Company,T,True,-3.966064,53.080827,DINO-1
DINO-2,T_DINO-2,PS,First Hydro Company,T,True,-3.966064,53.080827,DINO-2
DINO-3,T_DINO-3,PS,First Hydro Company,T,True,-3.966064,53.080827,DINO-3
DINO-4,T_DINO-4,PS,First Hydro Company,T,True,-3.966064,53.080827,DINO-4
DINO-5,T_DINO-5,PS,First Hydro Company,T,True,-3.966064,53.080827,DINO-5
DINO-6,T_DINO-6,PS,First Hydro Company,T,True,-3.966064,53.080827,DINO-6
DJERE000,2__DJERE000,,Shell Energy UK Limited,G,False,,,DJERE000
DNBAR-1,2__NSMAE001,BIOMASS,Smartestenergy Limited,S,True,,,DNBAR-1
DNGB21,T_DNGB21,NUCLEAR,EDF Energy Customers Ltd,T,True,0.963889,50.913889,DNGB21
DNGB22,T_DNGB22,NUCLEAR,EDF Energy Customers Ltd,T,True,0.963889,50.913889,DNGB22
DNGBD-1,T_DNGB-D,,EDF Energy Customers Ltd,T,True,,,DNGBD-1
DNLWW-1,T_DNLWW-1,WIND,SP Renewables (UK) Limited,T,True,-2.296143,55.776573,DNLWW-1
DOLLB-1,E_DOLLB-1,,Dollymans Storage Limited,E,True,,,DOLLB-1
DOREW-1,T_DOREW-1,WIND,Dorenell Windfarm Limited,T,True,-3.1238,57.3479,DOREW-1
DOREW-2,T_DOREW-2,WIND,Dorenell Windfarm Limited,T,True,-3.1238,57.3479,DOREW-2
DOUGW-1,T_DOUGW-1,WIND,Erova Energy Limited,T,True,,,DOUGW-1
DOWL-1,E_DOWL-1,,Conrad Energy (Trading) Ltd,E,False,,,DOWL-1
DRAXD-1,E__MDRX001,,Drax Power Ltd,E,True,,,DRAXD-1
DRAXD-2,E__MDRX002,,Drax Power Ltd,E,True,,,DRAXD-2
DRAXX-1,T_DRAXX-1,BIOMASS,Drax Power Ltd,T,True,-0.626221,53.748711,DRAXX-1
DRAXX-10G,T_DRAXX-10G,OCGT,Drax Power Ltd,T,True,-0.626221,53.748711,DRAXX-10G
DRAXX-12G,T_DRAXX-12G,OCGT,Drax Power Ltd,T,True,-0.626221,53.748711,DRAXX-12G
DRAXX-2,T_DRAXX-2,BIOMASS,Drax Power Ltd,T,True,-0.626221,53.748711,DRAXX-2
DRAXX-3,T_DRAXX-3,BIOMASS,Drax Power Ltd,T,True,-0.626221,53.748711,DRAXX-3
DRAXX-4,T_DRAXX-4,BIOMASS,Drax Power Ltd,T,True,-0.626221,53.748711,DRAXX-4
DRAXX-5,T_DRAXX-5,COAL,Drax Power Ltd,T,True,-0.626221,53.748711,DRAXX-5
DRAXX-6,T_DRAXX-6,COAL,Drax Power Ltd,T,True,-0.626221,53.748711,DRAXX-6
DRAXX-9G,T_DRAXX-9G,OCGT,Drax Power Ltd,T,True,-0.626221,53.748711,DRAXX-9G
DRDGW-1,,WIND,,,,,,DRDGW-1
DRSLW-1,T_DRSLW-1,WIND,SP Renewables (UK) Limited,T,True,-4.484173,55.311291,DRSLW-1
DUMMW-1,,WIND,,,,,,DUMMW-1
DUNGW-1,T_DUNGW-1,WIND,Dunmaglass Wind Farm Limited,T,True,-4.255802,57.25148,DUNGW-1
EAAO-1,T_EAAO-1,WIND,East Anglia One Limited,T,True,2.499,52.233,EAAO-1
EAAO-2,T_EAAO-2,WIND,East Anglia One Limited,T,True,2.499,52.233,EAAO-2
EAD-BRTN1,I_EAD-BRTN1,,NGESO,I,True,,,EAD-BRTN1
EAD-ELEC1,I_EAD-ELEC1,,NGESO,I,True,,,EAD-ELEC1
EAD-EWIC1,I_EAD-EWIC1,,NGESO,I,True,,,EAD-EWIC1
EAD-FRAN1,I_EAD-FRAN1,,NGESO,I,True,,,EAD-FRAN1
EAD-IFA2,I_EAD-IFA2,,NGESO,I,True,,,EAD-IFA2
EAD-MOYL1,I_EAD-MOYL1,,NGESO,I,True,,,EAD-MOYL1
EAD-NEMO1,I_EAD-NEMO1,,NGESO,I,True,,,EAD-NEMO1
EAD-NSL1,I_EAD-NSL1,,NGESO,I,True,,,EAD-NSL1
EAD-VKL1,I_EAD-VKL1,,NGESO,I,True,,,EAD-VKL1
EAG-BRTN1,I_EAG-BRTN1,,NGESO,I,True,,,EAG-BRTN1
EAG-ELEC1,I_EAG-ELEC1,,NGESO,I,True,,,EAG-ELEC1
EAG-EWIC1,I_EAG-EWIC1,,NGESO,I,True,,,EAG-EWIC1
EAG-FRAN1,I_EAG-FRAN1,,NGESO,I,True,,,EAG-FRAN1
EAG-IFA2,I_EAG-IFA2,,NGESO,I,True,,,EAG-IFA2
EAG-MOYL1,I_EAG-MOYL1,,NGESO,I,True,,,EAG-MOYL1
EAG-NEMO1,I_EAG-NEMO1,,NGESO,I,True,,,EAG-NEMO1
EAG-NSL1,I_EAG-NSL1,,NGESO,I,True,,,EAG-NSL1
EAG-VKL1,I_EAG-VKL1,,NGESO,I,True,,,EAG-VKL1
EARBW-1,,WIND,,,,,,EARBW-1
EAS-ATL01,2__AIMPO000,,SSE Energy Supply Limited,G,True,,,EAS-ATL01
EAS-AXPO1,2__AAXPO000,,AXPO UK LIMITED,G,False,,,EAS-AXPO1
EAS-BGS01,2__ABGAS000,,British Gas Trading Ltd,G,True,,,EAS-BGS01
EAS-BIZ01,2__ABIZZ000,,British Gas Trading Ltd,G,True,,,EAS-BIZ01
EAS-BRT01,2__ABULN000,,Bryt Energy Limited,G,False,,,EAS-BRT01
EAS-EAS01,2__AEELC000,,E.ON Energy Solutions Limited,G,True,,,EAS-EAS01
EAS-EDF01,2__AEDFE000,,EDF Energy Customers Ltd,G,True,,,EAS-EDF01
EAS-EDR01,2__AEDIR000,,British Gas Trading Ltd,G,True,,,EAS-EDR01
EAS-ENR01,2__AENRD000,,British Gas Trading Ltd,G,True,,,EAS-ENR01
EAS-EON01,2__AEOND000,,E.ON Next Energy Ltd,G,True,,,EAS-EON01
EAS-EST01,2__AEENG000,,E.ON Energy Solutions Limited,G,True,,,EAS-EST01
EAS-GDF01,2__ARWED000,,ENGIE Power Limited,G,True,,,EAS-GDF01
EAS-HPW01,2__AHPOW000,,Drax Energy Solutions Limited,G,True,,,EAS-HPW01
EAS-HVN01,2__AHAVE000,,Drax Energy Solutions Limited,G,True,,,EAS-HVN01
EAS-INE01,2__AINDE000,,npower limited,G,True,,,EAS-INE01
EAS-LON01,2__ALOND000,,EDF Energy Customers Ltd,G,True,,,EAS-LON01
EAS-MEC01,2__ANUCE000,,NDA,G,False,,,EAS-MEC01
EAS-MID01,2__AMIDE000,,Npower Limited,G,True,,,EAS-MID01
EAS-MNW01,2__AMANW000,,SP Energy Retail Ltd,G,False,,,EAS-MNW01
EAS-NEE01,2__ANEEB000,,npower limited,G,True,,,EAS-NEE01
EAS-NPE01,2__ANATP000,,Npower Commercial Gas Limited,G,True,,,EAS-NPE01
EAS-NWP01,2__ANORW000,,E.ON Energy Solutions Limited,G,True,,,EAS-NWP01
EAS-OCT01,2__AMRCY000,,Octopus Energy Limited,G,True,,,EAS-OCT01
EAS-OGA01,2__AOGAS000,,British Gas Trading Ltd,G,True,,,EAS-OGA01
EAS-OVO01,2__AOVOE000,,OVO Electricity Ltd,G,False,,,EAS-OVO01
EAS-PGE01,2__AEMEB000,,E.ON Energy Solutions Limited,G,True,,,EAS-PGE01
EAS-PGU01,2__APGEN000,,E.ON UK plc,G,True,,,EAS-PGU01
EAS-RNW01,2__ARENC000,,The Renewable Energy Co Ltd,G,False,,,EAS-RNW01
EAS-SEE01,2__ASEEB000,,EDF Energy Customers Ltd,G,True,,,EAS-SEE01
EAS-SEL01,2__ASMAR000,,Smartestenergy Limited,G,True,,,EAS-SEL01
EAS-SPC01,2__ASPOW000,,SP Energy Retail Ltd,G,True,,,EAS-SPC01
EAS-SSE01,2__AHYDE000,,OVO Electricity Ltd,G,True,,,EAS-SSE01
EAS-STH01,2__ASOUT000,,OVO Electricity Ltd,G,True,,,EAS-STH01
EAS-SWA01,2__ASWAE000,,OVO Electricity Ltd,G,True,,,EAS-SWA01
EAS-SWT01,2__ASWEB000,,EDF Energy Customers Ltd,G,True,,,EAS-SWT01
EAS-SYM01,2__ASYMB000,,E.ON Next Energy Ltd,G,True,,,EAS-SYM01
EAS-TFE01,2__ATGPL000,,TotalEnergies Gas & Power Ltd,G,True,,,EAS-TFE01
EAS-YEP01,2__AYELG000,,npower limited,G,True,,,EAS-YEP01
ECCFD-1,T_ECCFD-1,,EDF Energy Customers Ltd,T,True,,,ECCFD-1
ECEN01,2__ECNDL001,,NEAS Energy Ltd.,S,True,,,ECEN01
EDINW-1,T_EDINW-1,WIND,Vattenfall Wind Power Ltd,T,True,-6.229248,57.279043,EDINW-1
EDTRW-1,,WIND,,,,,,EDTRW-1
EECL-1,T_EECL-1,CCGT,Uniper UK Limited,T,True,-0.022763,51.662337,EECL-1
EGLSD-1,T_EGLSD-1,,EDF Energy Customers Ltd,T,True,,,EGLSD-1
EJERE000,2__EJERE000,,Shell Energy UK Limited,G,False,,,EJERE000
ELVAD-1,T_ELVAD-1,,EDF Energy Customers Ltd,T,True,,,ELVAD-1
EMD-ATL01,2__BIMPO000,,SSE Energy Supply Limited,G,True,,,EMD-ATL01
EMD-AXPO1,2__BAXPO000,,AXPO UK LIMITED,G,False,,,EMD-AXPO1
EMD-BGS01,2__BBGAS000,,British Gas Trading Ltd,G,True,,,EMD-BGS01
EMD-BIZ01,2__BBIZZ000,,British Gas Trading Ltd,G,True,,,EMD-BIZ01
EMD-BRT01,2__BBULN000,,Bryt Energy Limited,G,False,,,EMD-BRT01
EMD-EAS01,2__BEELC000,,E.ON Energy Solutions Limited,G,True,,,EMD-EAS01
EMD-EDF01,2__BEDFE000,,EDF Energy Customers Ltd,G,True,,,EMD-EDF01
EMD-EDR01,2__BEDIR000,,British Gas Trading Ltd,G,True,,,EMD-EDR01
EMD-ENR01,2__BENRD000,,British Gas Trading Ltd,G,True,,,EMD-ENR01
EMD-EON01,2__BEOND000,,E.ON Next Energy Ltd,G,True,,,EMD-EON01
EMD-EST01,2__BEENG000,,E.ON Energy Solutions Limited,G,True,,,EMD-EST01
EMD-GDF01,2__BRWED000,,ENGIE Power Limited,G,True,,,EMD-GDF01
EMD-HPW01,2__BHPOW000,,Drax Energy Solutions Limited,G,True,,,EMD-HPW01
EMD-HVN01,2__BHAVE000,,Drax Energy Solutions Limited,G,True,,,EMD-HVN01
EMD-INE01,2__BINDE000,,npower limited,G,True,,,EMD-INE01
EMD-LON01,2__BLOND000,,EDF Energy Customers Ltd,G,True,,,EMD-LON01
EMD-MEC01,2__BNUCE000,,NDA,G,False,,,EMD-MEC01
EMD-MID01,2__BMIDE000,,Npower Limited,G,True,,,EMD-MID01
EMD-MNW01,2__BMANW000,,SP Energy Retail Ltd,G,True,,,EMD-MNW01
EMD-NEE01,2__BNEEB000,,npower limited,G,True,,,EMD-NEE01
EMD-NPE01,2__BNATP000,,Npower Commercial Gas Limited,G,True,,,EMD-NPE01
EMD-NWP01,2__BNORW000,,E.ON Energy Solutions Limited,G,True,,,EMD-NWP01
EMD-OCT01,2__BMRCY000,,Octopus Energy Limited,G,True,,,EMD-OCT01
EMD-OGA01,2__BOGAS000,,British Gas Trading Ltd,G,True,,,EMD-OGA01
EMD-OVO01,2__BOVOE000,,OVO Electricity Ltd,G,False,,,EMD-OVO01
EMD-PGE01,2__BEMEB000,,E.ON Energy Solutions Limited,G,True,,,EMD-PGE01
EMD-PGU01,2__BPGEN000,,E.ON UK plc,G,True,,,EMD-PGU01
EMD-RNW01,2__BRENC000,,The Renewable Energy Co Ltd,G,False,,,EMD-RNW01
EMD-SEE01,2__BSEEB000,,EDF Energy Customers Ltd,G,True,,,EMD-SEE01
EMD-SEL01,2__BSMAR000,,Smartestenergy Limited,G,True,,,EMD-SEL01
EMD-SPC01,2__BSPOW000,,SP Energy Retail Ltd,G,True,,,EMD-SPC01
EMD-SSE01,2__BHYDE000,,OVO Electricity Ltd,G,True,,,EMD-SSE01
EMD-STH01,2__BSOUT000,,OVO Electricity Ltd,G,True,,,EMD-STH01
EMD-SWA01,2__BSWAE000,,OVO Electricity Ltd,G,True,,,EMD-SWA01
EMD-SWT01,2__BSWEB000,,EDF Energy Customers Ltd,G,True,,,EMD-SWT01
EMD-SYM01,2__BSYMB000,,E.ON Next Energy Ltd,G,True,,,EMD-SYM01
EMD-TFE01,2__BTGPL000,,TotalEnergies Gas & Power Ltd,G,True,,,EMD-TFE01
EMD-YEP01,2__BYELG000,,npower limited,G,True,,,EMD-YEP01
ERRO-1,T_ERRO-1,NPSHYD,SSE Generation Ltd,T,True,-3.790283,56.734649,ERRO-1
ERRO-2,T_ERRO-2,NPSHYD,SSE Generation Ltd,T,True,-3.790283,56.734649,ERRO-2
ERRO-3,T_ERRO-3,NPSHYD,SSE Generation Ltd,T,True,-3.790283,56.734649,ERRO-3
ERV00B,V__BEROV001,,Erova Energy Limited,V,True,,,ERV00B
ESSE01,2__EIMPO002,,SSE Energy Supply Limited,S,True,,,ESSE01
EWHLW-1,T_EWHLW-1,WIND,SP Renewables (UK) Limited,T,True,-3.205105,55.228662,EWHLW-1
EXETR-2,E_EXETR-2,,Whitetower Energy Limited,E,True,,,EXETR-2
FAARW-1,T_FARR-1,WIND,Smartestenergy Limited,T,True,-4.094167,57.325,FAARW-1
FAARW-2,T_FARR-2,WIND,Smartestenergy Limited,T,True,-4.094167,57.325,FAARW-2
FALGD-1,T_FALGD-1,,Fallago Rig Wind Farm Limited,T,False,,,FALGD-1
FALGW-1,T_FALGW-1,WIND,Fallago Rig Wind Farm Limited,T,True,-2.768555,55.936895,FALGW-1
FARNB-1,E_FARNB-1,,Tesla Motors Limited,E,True,,,FARNB-1
FASN-1,T_FASN-1,NPSHYD,SSE Generation Ltd,T,True,-4.793703,57.325887,FASN-1
FASN-4,E_FASN-4,NPSHYD,SSE Generation Ltd,E,True,-4.793703,57.325887,FASN-4
FASN2,T_FASN-2,NPSHYD,SSE Generation Ltd,T,True,-4.793703,57.325887,FASN2
FASN3,E_FASN-3,NPSHYD,SSE Generation Ltd,E,True,-4.793703,57.325887,FASN3
FAWN-1,E_FAWN-1,CCGT,ESSO Petroleum Company Ltd,E,True,-1.351433,50.830367,FAWN-1
FBPG01,2__FBPGM001,,BP Gas Marketing Limited,S,False,,,FBPG01
FBPG02,2__FBPGM002,,BP Gas Marketing Limited,S,False,,,FBPG02
FDUNT-1,E_FDUN-1,,Whitetower Energy Limited,E,True,-1.351433,50.830367,FDUNT-1
FELL-1,E_FELL-1,CCGT,NDA,E,True,-1.351433,50.830367,FELL-1
FFES-1,T_FFES-1,PS,First Hydro Company,T,True,-3.977051,53.008173,FFES-1
FFES-2,T_FFES-2,PS,First Hydro Company,T,True,-3.977051,53.008173,FFES-2
FFES-3,T_FFES-3,PS,First Hydro Company,T,True,-3.977051,53.008173,FFES-3
FFES-4,T_FFES-4,PS,First Hydro Company,T,True,-3.977051,53.008173,FFES-4
FFSE01,2__FFSEN005,,F & S Energy Ltd,S,True,,,FFSE01
FFSE02,2__FFSEN007,,F & S Energy Ltd,S,True,,,FFSE02
FIDL-1,T_FIDL-1,,Keadby Generation Limited,T,True,-2.823486,53.350551,FIDL-1
FIDL-2,T_FIDL-2,,Keadby Generation Limited,T,True,-2.823486,53.350551,FIDL-2
FIDL-2G,T_FIDL-2G,,Keadby Generation Limited,T,True,-2.823486,53.350551,FIDL-2G
FIDL-3,T_FIDL-3,,Keadby Generation Limited,T,True,-2.823486,53.350551,FIDL-3
FIDL-3G,T_FIDL-3G,,Keadby Generation Limited,T,True,-2.823486,53.350551,FIDL-3G
FIDL-4,T_FIDL-4,,Keadby Generation Limited,T,True,-2.823486,53.350551,FIDL-4
FIDLST1,T_FIDLST1,,Keadby Generation Limited,T,True,,,FIDLST1
FINL-1,T_FINL-1,NPSHYD,SSE Generation Ltd,T,True,-3.614502,56.279961,FINL-1
FJERE000,2__FJERE000,,Shell Energy UK Limited,G,False,,,FJERE000
FOYE-1,T_FOYE-1,PS,SSE Generation Ltd,T,True,-4.361572,57.237449,FOYE-1
FOYE-2,T_FOYE-2,PS,SSE Generation Ltd,T,True,-4.361572,57.237449,FOYE-2
FOYED-1,T_FOYED-1,,SSE Generation Ltd,T,False,,,FOYED-1
FRBRW-1,,WIND,,,,,,FRBRW-1
FSDLW-1,T_FSDLW-1,WIND,Freasdail Energy Limited,T,True,-5.479859,55.780803,FSDLW-1
GAOFO-1,T_GANW-11,WIND,Galloper Offshore WindFarm Ltd,T,True,2.035,51.893,GAOFO-1
GAOFO-2,T_GANW-22,WIND,Galloper Offshore WindFarm Ltd,T,True,2.035,51.893,GAOFO-2
GAOFO-3,T_GANW-13,WIND,Galloper Offshore WindFarm Ltd,T,True,2.035,51.893,GAOFO-3
GAOFO-4,T_GANW-24,WIND,Galloper Offshore WindFarm Ltd,T,True,2.035,51.893,GAOFO-4
GDSTW-1,E_GDSTW-1,WIND,Mobius Renewables Gen. (GB),E,True,-2.484139,57.460944,GDSTW-1
GFLDW-1,E_GFLDW-1,,Edgware Energy Limited,E,True,-0.872421,53.668356,GFLDW-1
GFSE01,2__GFSEN005,,F & S Energy Ltd,S,True,,,GFSE01
GFSE02,2__GFSEN006,,F & S Energy Ltd,S,True,,,GFSE02
GJERE000,2__GJERE000,,Shell Energy UK Limited,G,False,,,GJERE000
GLCHW-1,E_GLCHW-1,WIND,ENGIE Power Limited,E,True,-4.754334,54.96342,GLCHW-1
GLEND-1,T_GLEND-1,,SSE Generation Ltd,T,False,,,GLEND-1
GLNDO-1,T_GLNDO-1,NPSHYD,SSE Generation Ltd,T,True,-5.174561,57.15412,GLNDO-1
GLNDOD1,T_GLNDOD1,,SSE Generation Ltd,T,False,,,GLNDOD1
GLNKW-1,T_GLNKW-1,WIND,EDF Energy Customers Ltd,T,True,,,GLNKW-1
GLOFW-1,E_GLOFW-1,WIND,Glens of Foudland Ltd,E,True,-2.878418,57.219608,GLOFW-1
GLWSW-1,T_GLWSW-1,WIND,GALAWHISTLE WIND FARM,T,True,-3.921928,55.534273,GLWSW-1
GNAPW-1,T_GNAPW-1,WIND,SP Renewables (UK) Limited,T,True,-5.026858,55.021378,GNAPW-1
GNFSW-1,T_GNFSW-1,WIND,Gunfleet Sands Limited,T,True,1.174444,51.739444,GNFSW-1
GNFSW-2,T_GNFSW-2,WIND,Gunfleet Sands II Limited,T,True,1.174444,51.739444,GNFSW-2
GORDD-1,T_GORDD-1,,SSE Generation Ltd,T,False,,,GORDD-1
GORDW-1,T_GORDW-1,WIND,SSE Generation Ltd,T,True,-3.834229,58.066256,GORDW-1
GORDW-2,T_GORDW-2,WIND,SSE Generation Ltd,T,True,-3.834229,58.066256,GORDW-2
GOSHS-1,E_GOSHS-1,,Conrad Energy (Trading) Ltd,E,True,,,GOSHS-1
GOWKD-1,T_GOWKD-1,,EDF Energy Customers Ltd,T,True,,,GOWKD-1
GRAI-6,T_GRAI-6,CCGT,Uniper UK Limited,T,True,0.703125,51.47454,GRAI-6
GRAI-7,T_GRAI-7,CCGT,Uniper UK Limited,T,True,0.703125,51.47454,GRAI-7
GRAI-8,T_GRAI-8,CCGT,Uniper UK Limited,T,True,0.703125,51.47454,GRAI-8
GRAI1G,T_GRAI1G,OCGT,Uniper UK Limited,T,True,,,GRAI1G
GRAI4G,T_GRAI4G,OCGT,Uniper UK Limited,T,True,,,GRAI4G
GRAISC-1,T_GRAISC-1,,Uniper UK Limited,T,True,,,GRAISC-1
GRAISC-2,T_GRAISC-2,,Uniper UK Limited,T,True,,,GRAISC-2
GRGBW-1,T_GRGBW-1,WIND,Greater Gabbard Offshore Winds,T,True,1.713867,52.066,GRGBW-1
